ID,class,CISP,area_cisp,regiao,hom_doloso,lesao_corp_morte,latrocinio,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,encontro_cadaver,encontro_ossada,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,cump_mandado_prisao,ameaca,pessoas_desaparecidas,hom_por_interv_policial,armas_apreendidas,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade
19505,Ano Comum,52,407,2,3,0,0,1,46,4,0,44,0,0,14,1,70,6,130,14,0,0,20,1,0,14,31,0,238,0,2,1,55,4,26,51,5,0,4,0,0,3
19506,Ano Comum,53,339,2,6,1,0,9,68,2,0,35,0,0,7,2,46,3,77,19,0,1,3,0,0,7,28,0,160,0,0,0,16,12,248,72,5,1,8,0,0,8
19507,Ano Comum,54,778,2,13,0,1,15,143,6,0,41,1,0,4,1,60,15,119,17,0,0,32,0,0,24,30,0,109,0,2,0,20,32,32,120,4,10,25,0,0,24
19508,Ano Comum,55,757,2,9,0,0,10,87,11,1,30,1,0,6,2,10,4,28,3,0,0,3,0,0,3,6,0,64,0,1,0,11,10,9,105,9,0,3,0,0,9
19509,Ano Comum,56,1172,2,22,0,0,9,101,10,3,44,2,0,6,2,58,6,122,11,0,0,21,0,0,9,13,0,129,0,1,1,22,20,227,97,14,1,7,0,0,23
19510,Ano Comum,57,186,2,2,0,0,2,56,3,0,25,0,0,10,0,61,12,95,4,0,1,16,0,0,14,22,0,145,0,0,0,27,3,11,60,3,0,4,0,0,2
19511,Ano Comum,58,3493,2,19,0,0,11,170,11,1,63,1,0,17,0,83,6,152,7,0,0,30,0,0,10,34,0,123,0,1,0,24,7,23,153,19,0,12,0,0,19
19512,Ano Comum,59,408,2,10,0,0,17,141,12,0,84,1,0,17,4,110,55,156,10,0,0,22,0,0,35,53,0,413,0,13,0,80,22,36,145,12,0,21,0,0,10
19513,Ano Comum,60,1003,2,5,0,0,4,71,6,2,36,0,0,3,1,66,7,105,9,0,0,7,0,0,14,23,0,61,0,0,0,15,12,7,58,4,1,5,0,0,6
19514,Ano Comum,61,2564,2,2,0,0,2,16,0,0,19,0,0,1,0,11,1,16,0,0,0,0,0,0,3,0,0,20,0,1,0,2,7,16,17,1,0,3,0,0,2
19515,Ano Comum,62,701,2,8,0,0,3,63,1,1,16,0,0,2,0,31,1,79,19,0,0,7,0,0,6,7,0,52,0,0,0,8,25,13,51,4,0,9,0,0,8
19516,Ano Comum,63,819,2,4,0,0,7,45,7,0,11,0,0,0,0,3,7,11,1,0,0,3,0,0,3,1,0,17,0,1,0,9,9,227,46,5,0,0,0,0,4
19517,Ano Comum,64,352,2,9,0,1,13,176,12,0,90,0,0,28,4,151,18,190,48,0,0,28,0,0,35,23,0,242,0,5,0,49,36,23,175,23,4,16,0,0,14
19518,Ano Comum,65,219,2,0,0,0,6,51,5,0,11,0,0,3,1,7,2,9,0,0,0,3,0,0,3,6,0,56,0,1,0,9,13,10,28,4,0,7,0,0,0
19519,Ano Comum,66,1694,2,1,0,0,0,59,9,2,18,0,0,0,0,12,2,13,1,0,0,5,0,0,6,6,0,70,0,0,0,7,7,10,57,6,0,3,0,0,1
19520,Ano Comum,67,3608,2,1,0,0,1,23,1,0,12,0,0,1,0,5,0,2,1,0,0,0,0,0,7,5,0,21,0,0,0,2,0,2,22,4,0,0,0,0,1
19521,Ano Comum,70,1455,3,0,0,0,0,12,1,0,4,0,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,5,0,1,0,1,2,0,8,0,0,2,0,0,0
19522,Ano Comum,71,4304,3,3,0,0,7,84,6,4,45,0,0,12,1,19,4,31,18,0,0,12,0,0,13,28,0,123,0,0,0,21,24,12,78,7,0,10,0,0,3
19523,Ano Comum,72,673,4,3,0,0,1,88,0,1,41,1,0,10,1,60,9,110,8,1,0,23,0,0,24,31,0,198,0,3,0,44,17,12,101,8,1,12,0,0,4
19524,Ano Comum,73,171,4,4,0,0,3,60,5,0,24,0,0,11,1,71,4,148,8,0,0,13,0,0,31,33,0,82,0,1,0,20,30,5,70,5,1,16,0,0,5
19525,Ano Comum,74,565,4,9,0,2,2,103,7,4,43,0,0,20,5,75,10,146,33,0,0,17,0,0,28,21,0,279,0,2,1,36,40,19,105,12,2,14,0,0,13
19526,Ano Comum,75,1069,4,6,0,0,1,56,2,1,24,0,0,5,2,28,4,64,3,0,0,6,0,0,19,10,0,55,0,1,0,6,8,0,49,4,2,7,1,0,8
19527,Ano Comum,76,94,4,0,0,0,0,39,3,1,41,0,0,5,0,16,1,86,2,0,0,18,0,0,4,19,0,215,0,4,0,65,6,50,43,1,1,4,1,0,1
19528,Ano Comum,77,75,4,0,0,0,2,43,1,0,23,0,0,8,0,25,0,77,2,1,0,2,0,0,6,5,0,89,0,5,0,44,3,7,47,2,0,1,0,0,0
19529,Ano Comum,78,189,4,3,0,4,11,47,2,1,24,2,0,3,1,49,0,57,12,0,0,5,0,0,15,8,0,73,0,2,0,10,26,6,54,3,4,11,0,0,11
19530,Ano Comum,79,33,4,1,0,0,6,37,0,0,28,0,0,3,0,17,1,38,1,0,0,2,0,0,5,6,0,31,0,0,0,7,5,0,27,1,1,3,0,0,2
19531,Ano Comum,81,646,4,1,0,0,3,30,4,0,21,0,0,4,1,15,0,26,1,0,0,4,0,0,4,4,0,68,0,0,0,22,14,19,29,3,1,2,0,0,2
19532,Ano Comum,82,3626,4,3,0,0,2,69,3,2,40,0,0,4,5,12,1,17,0,0,0,3,0,0,7,16,0,85,0,0,0,13,6,13,89,3,0,1,0,0,3
19533,Ano Comum,88,579,3,4,0,1,1,41,4,2,11,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,40,0,1,0,8,29,10,56,2,0,5,0,0,5
19534,Ano Comum,89,10952,3,3,0,1,2,69,0,0,14,0,0,2,2,1,0,1,0,0,0,0,0,0,5,7,0,88,0,2,1,23,31,16,67,4,0,22,0,0,4
19535,Ano Comum,90,5472,3,2,0,0,2,72,2,2,15,0,0,3,2,1,0,2,0,0,0,1,0,0,8,6,0,76,0,0,0,11,26,49,63,1,0,4,0,0,2
19536,Ano Comum,91,13048,3,0,0,0,0,37,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,2,18,7,28,1,0,3,0,0,0
19537,Ano Comum,92,4783,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0
19538,Ano Comum,93,1825,3,3,0,0,11,77,4,6,24,0,0,2,0,2,1,7,1,0,0,5,0,0,7,21,0,185,0,0,0,40,53,15,103,5,0,16,0,0,3
19539,Ano Comum,94,5054,3,0,0,0,0,5,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,13,0,0,0,1,16,2,7,0,0,1,0,0,0
19540,Ano Comum,95,5381,3,0,0,0,1,10,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,17,0,0,0,5,4,4,12,1,0,0,0,0,0
19541,Ano Comum,96,608,3,0,0,0,0,27,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19,0,1,0,2,4,3,38,0,0,0,0,0,0
19542,Ano Comum,97,97,3,0,0,0,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,2,8,0,0,0,0,0,0
19543,Ano Comum,98,1329,3,0,0,0,0,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,2,8,1,0,0,0,0,0
19544,Ano Comum,99,2451,3,0,0,0,3,38,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,22,0,1,0,3,7,4,31,0,0,1,0,0,0
19545,Ano Comum,100,3368,3,0,0,0,2,18,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,8,13,9,0,0,1,0,0,0
19546,Ano Comum,101,765,3,0,0,0,3,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,4,0,13,0,0,0,0,0,0
19547,Ano Comum,104,2204,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,6,0,0,0,0,0,0
19548,Ano Comum,105,3147,3,1,0,0,2,122,4,1,14,0,0,1,0,2,0,6,3,0,0,1,0,0,3,14,0,125,0,3,0,27,56,26,97,1,0,9,0,0,1
19549,Ano Comum,106,4811,3,0,0,0,0,22,6,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,31,0,0,0,7,4,10,17,0,0,1,0,0,0
19550,Ano Comum,107,5805,3,0,0,0,1,13,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,16,9,13,0,0,3,0,0,0
19551,Ano Comum,108,5439,3,1,0,0,0,52,4,1,9,0,0,2,0,0,1,1,0,0,0,2,0,0,0,8,0,54,0,0,0,10,38,16,67,2,0,7,0,0,1
19552,Ano Comum,109,5417,3,0,0,0,0,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,0,0,0,2,5,2,12,0,0,0,0,0,0
19553,Ano Comum,110,7706,3,0,0,0,4,67,3,1,26,1,0,3,0,0,1,3,0,0,0,0,0,0,0,2,0,82,0,0,0,19,54,17,95,4,0,6,0,0,0
19554,Ano Comum,111,3955,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,7,0,0,0,0,0,0
19555,Ano Comum,112,3219,3,0,0,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,1,9,0,0,0,0,0,0
19556,Ano Comum,118,638,3,2,0,0,2,46,2,1,30,0,0,2,1,6,1,15,2,0,0,1,0,0,3,9,0,83,0,0,0,13,17,4,42,1,0,7,0,0,2
19557,Ano Comum,119,4565,3,2,0,0,0,13,0,3,18,0,0,1,0,6,1,6,1,0,0,1,0,0,1,9,0,27,0,2,0,6,8,18,26,3,0,2,0,0,2
19558,Ano Comum,120,9375,3,0,0,0,0,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,8,2,10,0,0,5,0,0,0
19559,Ano Comum,121,4608,3,1,0,0,2,24,0,3,26,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,24,0,0,0,6,12,2,24,0,0,11,0,0,1
19560,Ano Comum,122,3473,3,0,0,0,6,5,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,2,6,2,10,0,0,2,0,0,0
19561,Ano Comum,123,12168,3,9,0,1,11,55,4,3,36,0,0,8,0,30,3,61,0,0,0,32,0,0,18,18,0,173,0,0,3,34,27,7,67,5,3,14,0,0,13
19562,Ano Comum,124,3536,3,0,0,0,2,26,3,4,30,1,0,2,0,4,0,12,2,0,0,0,0,0,1,8,0,55,0,1,0,12,19,4,36,4,0,3,0,0,0
19563,Ano Comum,125,3328,3,3,0,0,5,35,2,1,12,0,0,0,0,1,1,5,1,0,0,0,0,0,3,7,0,46,0,0,0,11,19,9,39,2,0,5,0,0,3
19564,Ano Comum,126,4104,3,5,0,0,11,78,5,3,51,1,0,9,0,7,4,15,0,0,0,10,0,0,8,18,0,122,0,2,0,29,77,13,92,6,1,8,0,0,6
19565,Ano Comum,127,703,3,0,0,0,1,23,1,0,11,0,0,1,2,0,0,4,2,0,0,1,0,0,6,7,0,39,0,0,0,9,21,8,26,1,0,5,0,0,0
19566,Ano Comum,128,229,3,2,0,0,1,79,11,2,37,0,0,5,0,11,1,34,2,0,0,10,0,0,11,6,0,149,0,2,0,26,12,10,78,3,0,5,0,0,2
19567,Ano Comum,129,519,3,0,0,0,0,7,1,0,6,0,0,0,0,2,0,1,1,0,0,0,0,0,2,3,0,24,0,0,0,8,2,2,4,0,0,3,0,0,0
19568,Ano Comum,130,1021,3,2,0,0,2,9,1,0,7,0,0,0,0,3,1,2,0,0,0,0,0,0,2,2,0,13,0,0,0,3,2,6,10,0,0,0,0,0,2
19569,Ano Comum,132,1603,3,0,0,0,2,29,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,3,8,5,26,1,0,2,0,0,0
19570,Ano Comum,134,2665,3,4,0,1,5,80,10,4,31,0,0,2,1,10,3,34,3,0,0,5,0,0,15,32,0,243,0,1,0,39,45,41,84,3,0,25,0,0,5
19571,Ano Comum,135,4313,3,0,0,0,1,9,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,7,2,12,1,0,3,0,0,0
19572,Ano Comum,136,698,3,2,0,0,0,36,0,1,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,3,19,6,15,0,0,8,0,0,2
19573,Ano Comum,137,3045,3,1,0,0,7,15,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,24,1,16,1,0,5,0,0,1
19574,Ano Comum,138,250,3,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,0,0,1,0,0,0
19575,Ano Comum,139,302,3,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,19,2,12,0,0,0,0,0,1
19576,Ano Comum,140,5768,3,0,0,0,1,7,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,3,1,2,12,0,0,1,0,0,0
19577,Ano Comum,141,10316,3,0,0,0,0,18,0,1,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,17,0,0,0,7,5,3,13,0,0,1,0,0,0
19578,Ano Comum,142,5617,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,3,1,0,4,0,0,0
19579,Ano Comum,143,13556,3,0,0,0,0,21,6,1,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,70,0,0,0,15,52,1,38,3,0,9,0,0,0
19580,Ano Comum,144,5988,3,0,0,0,2,17,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,24,0,0,0,2,7,7,17,1,0,3,0,0,0
19581,Ano Comum,145,455,3,0,0,0,0,15,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,0,4,3,0,24,0,0,0,1,11,2,12,1,0,1,0,0,0
19582,Ano Comum,146,13617,3,9,0,0,17,28,8,4,22,0,0,4,1,5,2,7,1,0,0,7,0,0,10,4,0,21,0,1,0,8,40,23,35,4,0,23,0,0,9
19583,Ano Comum,147,11224,3,5,0,0,1,10,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,0,14,0,0,0,0,3,2,16,0,0,0,0,0,5
19584,Ano Comum,148,8184,3,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,12,2,10,1,0,0,0,0,0
19585,Ano Comum,151,9334,3,0,0,0,2,99,5,3,47,0,0,1,0,0,1,5,0,0,0,0,0,0,1,13,0,78,0,0,0,10,59,10,118,1,2,11,0,0,2
19586,Ano Comum,152,3751,3,0,0,0,1,6,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,1,2,0,0,1,0,0,0
19587,Ano Comum,153,7493,3,0,0,0,1,10,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,4,1,7,1,0,0,0,0,0
19588,Ano Comum,154,1941,3,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,5,0,18,0,0,0,0,0,1
19589,Ano Comum,155,3979,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
19590,Ano Comum,156,8148,3,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,2,0,0,0,0,0,0
19591,Ano Comum,157,5898,3,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,4,0,0,1,0,0,0
19592,Ano Comum,158,3846,3,0,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,4,0,5,1,0,0,0,0,0
19593,Ano Comum,159,9538,3,1,0,0,1,29,4,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,27,0,0,0,0,7,2,30,1,0,9,0,0,1
19594,Ano Comum,165,3564,3,0,0,0,2,30,1,2,5,0,0,1,0,2,0,1,1,0,0,1,0,0,0,15,0,28,0,1,0,2,11,0,15,0,0,1,0,0,0
19595,Ano Comum,166,8251,3,9,0,0,28,57,6,3,15,0,0,7,2,3,1,5,2,0,0,1,1,0,5,9,0,82,0,1,0,11,38,11,91,5,3,18,0,0,12
19596,Ano Comum,167,9251,3,0,0,0,2,12,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,38,0,0,0,4,10,3,17,1,0,8,0,0,0
19597,Ano Comum,168,8373,3,0,0,0,0,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,9,0,0,5,0,0,0
19598,Ano Comum,1,35,1,0,0,0,0,9,0,0,7,0,0,3,1,1,3,40,1,0,0,9,0,0,14,1,0,150,0,2,0,38,3,2,10,1,0,0,0,0,0
19599,Ano Comum,4,38,1,1,0,0,4,39,2,1,43,6,0,8,1,6,2,111,18,0,0,13,0,0,29,3,0,411,0,1,0,28,17,6,19,7,0,6,0,0,1
19600,Ano Comum,5,3,1,2,0,0,3,49,1,1,15,0,0,7,1,0,7,123,5,0,0,11,0,0,22,11,0,382,0,2,0,88,134,29,43,2,0,6,0,1,2
19601,Ano Comum,6,6,1,9,0,0,6,28,2,0,33,0,0,4,0,14,0,65,16,0,0,15,0,0,16,7,0,103,0,2,0,26,20,10,23,6,1,6,0,0,10
19602,Ano Comum,7,52,1,5,0,0,6,13,2,0,4,0,0,0,2,3,1,29,0,0,0,1,0,0,4,11,0,26,0,1,0,7,11,1,10,0,0,1,0,0,5
19603,Ano Comum,9,69,1,0,0,0,1,28,2,0,31,0,0,5,0,11,0,82,4,0,0,16,0,0,17,23,0,136,0,0,0,37,14,2,34,2,0,2,0,0,0
19604,Ano Comum,10,82,1,0,0,0,4,35,0,0,33,0,0,2,0,4,1,71,9,0,0,21,0,0,11,16,0,234,0,4,0,57,8,19,33,0,0,2,0,0,0
19605,Ano Comum,11,14,1,0,0,0,8,25,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,21,0,0,0,1,6,2,14,0,0,1,0,0,0
19606,Ano Comum,12,32,1,0,0,0,6,28,1,0,18,0,0,4,1,0,0,12,0,0,0,7,0,0,14,2,0,334,0,3,0,83,22,11,43,4,0,12,0,0,0
19607,Ano Comum,13,19,1,0,0,0,0,30,2,0,6,0,0,4,0,0,1,11,1,0,0,3,0,0,3,4,0,148,0,1,0,26,7,5,13,1,0,0,0,0,0
19608,Ano Comum,14,52,1,0,0,0,2,23,2,1,25,0,1,7,0,1,1,32,1,0,0,7,0,0,11,3,0,226,0,3,0,50,12,11,14,1,0,1,0,0,0
19609,Ano Comum,15,185,1,0,0,1,0,17,2,0,26,0,0,2,1,6,0,23,4,0,0,3,0,0,7,2,0,130,0,1,0,18,7,1,15,0,0,0,0,0,1
19610,Ano Comum,16,63,1,1,0,0,4,48,0,3,51,1,0,4,0,13,0,73,16,0,0,9,0,0,35,45,0,322,0,4,0,100,10,34,60,2,1,10,0,0,2
19611,Ano Comum,17,111,1,2,0,0,13,38,3,1,48,1,0,3,0,27,7,83,20,0,0,17,0,0,31,17,0,185,0,1,0,27,35,14,21,4,0,3,0,0,2
19612,Ano Comum,18,35,1,1,0,0,1,38,0,0,34,1,0,5,0,21,0,96,6,0,0,16,1,0,21,12,0,176,0,1,0,52,8,23,34,3,0,0,0,0,1
19613,Ano Comum,19,404,1,0,0,0,14,44,1,0,17,0,0,6,3,9,3,75,0,0,0,17,1,0,9,10,0,203,0,5,0,58,28,33,47,6,0,4,0,0,0
19614,Ano Comum,20,112,1,0,0,0,12,51,11,0,15,0,0,7,0,8,10,72,2,0,0,3,0,0,16,7,0,134,0,2,0,37,23,10,46,1,0,2,0,0,0
19615,Ano Comum,21,148,1,0,0,0,15,70,4,5,67,1,0,11,0,21,10,71,40,0,0,13,0,0,36,13,0,247,0,3,1,51,60,173,66,21,0,8,0,0,0
19616,Ano Comum,22,133,1,2,0,0,5,39,2,0,48,1,0,11,1,42,7,95,21,0,0,17,0,0,21,30,0,147,0,4,0,47,21,15,56,4,1,9,0,0,3
19617,Ano Comum,23,47,1,2,0,0,1,38,1,1,20,0,0,9,2,16,1,75,6,0,0,14,0,0,11,13,0,206,0,1,0,53,4,10,39,2,0,4,0,0,2
19618,Ano Comum,24,74,1,4,0,0,1,33,0,1,25,0,0,12,1,29,5,68,1,0,0,12,0,0,16,7,0,57,0,2,0,22,6,1,26,6,0,6,0,0,4
19619,Ano Comum,25,82,1,3,0,0,6,45,1,1,30,0,0,13,1,20,6,46,4,1,0,11,0,0,19,4,0,125,0,1,0,26,56,40,32,2,0,3,0,0,3
19620,Ano Comum,26,10,1,3,0,0,13,33,0,1,17,0,0,3,0,33,3,46,1,0,0,10,0,0,11,13,0,72,0,4,0,16,10,4,21,4,0,6,0,0,3
19621,Ano Comum,27,141,1,1,0,0,1,55,1,1,35,1,0,7,3,92,3,160,10,0,0,20,0,0,30,40,0,165,0,3,1,41,2,5,52,8,0,3,0,0,1
19622,Ano Comum,28,189,1,1,0,1,2,48,2,3,29,0,0,5,0,80,3,134,6,0,0,15,0,0,14,17,0,93,0,5,0,41,1,5,56,7,0,6,0,0,2
19623,Ano Comum,29,88,1,3,0,0,3,66,4,3,39,0,0,6,0,59,6,163,20,0,0,18,0,0,24,16,0,229,0,2,0,46,6,13,29,3,1,3,0,0,4
19624,Ano Comum,30,9,1,2,0,1,3,43,0,0,27,0,0,9,1,70,20,118,10,0,0,10,0,0,18,18,0,80,0,2,0,20,3,5,48,0,0,4,0,0,3
19625,Ano Comum,31,142,1,0,0,1,1,52,1,1,30,0,0,3,0,76,18,121,21,0,0,37,0,0,21,13,0,59,0,1,0,16,7,3,61,12,0,7,0,0,1
19626,Ano Comum,32,983,1,11,0,0,19,165,13,5,77,0,0,11,3,33,6,68,18,0,0,13,0,0,33,22,0,303,0,5,0,63,21,17,203,12,0,3,0,0,11
19627,Ano Comum,33,546,1,10,0,0,4,108,3,1,46,0,0,6,0,45,21,122,10,1,0,36,0,0,20,26,0,175,0,2,0,50,12,14,128,11,0,9,1,0,10
19628,Ano Comum,34,678,1,11,0,0,5,146,6,4,64,2,0,12,2,51,39,158,11,0,0,73,0,0,53,24,0,354,0,3,0,69,63,43,117,14,3,19,0,0,14
19629,Ano Comum,35,1535,1,4,0,0,4,237,14,5,162,0,0,15,1,77,21,120,7,0,0,21,0,0,25,43,0,379,0,7,0,103,16,25,251,28,1,13,0,0,5
19630,Ano Comum,36,1525,1,7,0,0,5,145,4,5,80,0,0,9,2,25,7,65,10,0,0,9,0,0,17,22,0,155,0,3,0,40,10,15,143,25,0,8,0,0,7
19631,Ano Comum,37,414,1,3,0,0,6,68,2,0,52,0,0,2,0,11,3,33,8,0,0,5,0,0,13,24,0,194,0,4,0,60,7,6,53,9,2,5,0,0,5
19632,Ano Comum,38,158,1,1,0,0,4,78,3,0,30,4,0,6,0,63,25,100,10,0,0,15,0,0,22,24,0,91,0,4,1,36,13,9,73,6,1,6,0,0,2
19633,Ano Comum,39,15,1,10,0,0,4,37,3,6,25,0,0,15,0,71,58,144,20,0,0,19,0,0,19,8,0,108,0,2,0,13,33,12,22,11,5,22,1,0,15
19634,Ano Comum,40,77,1,7,0,0,4,42,2,0,15,0,0,3,0,90,21,151,9,0,0,23,0,0,31,13,0,51,0,0,0,17,4,3,43,6,2,12,0,0,9
19635,Ano Comum,41,188,1,2,0,0,3,59,1,0,41,0,0,3,0,16,0,38,6,0,0,3,0,0,14,7,0,98,0,5,0,41,5,6,71,6,0,5,0,0,2
19636,Ano Comum,42,1124,1,2,0,0,2,68,4,2,31,2,0,8,3,25,0,25,1,0,0,8,0,0,20,24,0,226,0,2,1,36,5,3,70,3,0,4,0,0,2
19637,Ano Comum,43,1552,1,5,0,0,1,86,14,0,32,0,0,2,0,9,2,12,3,0,1,3,0,0,4,11,0,65,0,3,0,14,4,4,91,6,0,1,0,0,5
19638,Ano Comum,44,97,1,1,0,0,0,23,0,0,41,0,0,5,1,38,17,85,10,0,0,4,1,0,29,8,0,109,0,1,0,8,12,1,23,5,0,7,0,0,1
19639,Ano Comum,45,3,1,1,0,0,0,8,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,0,0,0,3,15,2,4,4,0,4,1,0,1
19640,Ano Comum,48,2838,2,5,0,0,9,22,4,3,30,1,0,0,3,14,4,13,0,0,0,3,0,0,4,3,0,19,0,1,0,4,9,6,22,2,0,6,0,0,5
19641,Ano Comum,50,2743,2,2,0,1,2,40,0,1,40,0,0,8,2,37,1,33,6,0,0,13,0,0,6,15,0,94,0,1,0,30,9,13,46,3,0,14,0,0,3
19642,Ano Comum,51,1797,2,2,0,0,0,29,1,1,11,0,0,1,0,5,1,3,0,0,0,0,0,0,5,2,0,17,0,1,0,4,11,5,29,0,0,1,0,0,2
19643,Ano Comum,52,407,2,5,0,0,4,33,1,2,49,0,0,6,0,45,18,119,11,0,0,25,1,0,27,64,0,277,0,12,0,63,4,65,50,6,0,9,0,0,5
19644,Ano Comum,53,339,2,3,0,0,6,72,8,0,24,0,0,9,0,35,6,49,9,0,0,10,0,0,16,23,0,196,0,2,0,19,14,120,64,4,1,6,0,0,4
19645,Ano Comum,54,778,2,13,0,0,24,107,7,1,53,1,0,5,0,85,14,112,14,0,0,19,0,0,39,36,0,161,0,3,1,21,39,41,120,7,3,21,0,0,16
19646,Ano Comum,55,757,2,12,0,0,15,84,4,3,27,0,0,2,1,9,4,29,8,0,0,5,0,0,10,10,0,82,0,2,0,20,11,10,93,11,0,4,0,0,12
19647,Ano Comum,56,1172,2,9,0,0,6,72,11,0,57,0,0,4,0,81,8,125,8,0,0,17,0,0,12,13,0,160,0,0,0,18,27,113,93,17,1,16,0,0,10
19648,Ano Comum,57,186,2,2,0,0,0,84,2,0,25,0,0,6,1,55,12,125,4,0,0,26,0,0,18,17,0,144,0,1,1,32,6,13,64,3,0,2,0,0,2
19649,Ano Comum,58,3493,2,21,0,0,12,140,12,4,66,0,0,6,2,58,7,137,3,0,0,35,1,0,21,24,0,131,0,3,1,23,11,32,135,20,0,12,0,0,21
19650,Ano Comum,59,408,2,12,0,1,19,161,8,1,99,0,0,11,0,108,48,102,14,0,0,19,0,0,33,39,0,510,1,5,0,90,17,42,133,7,3,15,0,0,16
19651,Ano Comum,60,1003,2,11,0,0,8,80,3,2,35,0,0,10,1,48,9,103,12,0,0,6,0,0,17,23,0,79,0,3,0,27,13,6,60,7,2,8,0,0,13
