ID,class,CISP,area_cisp,regiao,hom_doloso,lesao_corp_morte,latrocinio,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,encontro_cadaver,encontro_ossada,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,cump_mandado_prisao,ameaca,pessoas_desaparecidas,hom_por_interv_policial,armas_apreendidas,pol_militares_mortos_serv,pol_civis_mortos_serv,indicador_letalidade
5553,Ano de Eleição,165,3564,3,0,1,0,0,15,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,6,0,33,0,1,0,3,2,2,16,1,0,2,0,0,1
5554,Ano de Eleição,166,8251,3,5,0,0,3,83,6,2,16,1,0,1,0,0,0,3,4,0,0,0,0,0,5,6,0,124,0,0,0,12,19,8,64,18,1,15,0,0,6
5555,Ano de Eleição,167,9251,3,3,0,0,0,19,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,27,0,0,0,2,6,0,17,0,0,5,0,0,3
5556,Ano de Eleição,168,8373,3,0,0,0,0,1,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,5,0,0,1,0,0,0
5557,Ano de Eleição,1,35,1,0,0,1,0,16,0,0,15,1,0,2,0,4,14,55,11,0,0,17,0,0,19,11,0,317,0,1,0,147,1,15,27,1,0,2,0,0,1
5558,Ano de Eleição,4,38,1,1,1,0,0,38,1,2,43,0,0,0,0,5,1,54,15,0,0,12,0,0,11,5,0,147,0,0,0,4,52,7,23,3,0,10,0,0,2
5559,Ano de Eleição,5,3,1,3,0,0,4,66,2,0,27,1,0,6,2,5,1,105,8,0,0,18,0,0,11,16,0,339,0,3,0,61,3,14,53,2,0,6,0,0,3
5560,Ano de Eleição,6,6,1,7,0,0,1,57,0,2,12,0,0,4,0,11,0,39,7,0,0,3,0,0,3,8,0,38,0,2,0,18,16,9,33,7,0,16,0,0,7
5561,Ano de Eleição,7,52,1,0,0,0,0,7,1,0,4,1,0,0,1,15,1,11,0,0,0,2,0,0,13,2,0,28,0,0,0,3,10,8,13,3,0,0,0,0,0
5562,Ano de Eleição,9,69,1,0,0,0,0,36,0,2,20,3,0,6,1,30,1,67,26,0,0,24,0,0,25,60,0,189,0,2,0,23,10,7,41,2,1,6,0,0,1
5563,Ano de Eleição,10,82,1,1,0,0,0,24,1,0,29,1,1,6,1,9,1,60,24,0,0,27,0,0,17,52,0,202,0,1,0,44,11,3,19,0,0,6,0,0,1
5564,Ano de Eleição,12,32,1,0,0,0,5,46,0,0,13,0,0,5,1,3,0,40,10,0,0,11,0,0,37,9,0,230,0,3,0,28,17,9,40,2,1,3,0,0,1
5565,Ano de Eleição,13,19,1,1,0,1,0,23,4,0,12,0,0,1,3,1,1,24,8,0,0,5,0,0,14,1,0,113,0,0,0,24,7,1,22,5,0,5,0,0,2
5566,Ano de Eleição,14,52,1,2,0,0,8,24,0,0,18,0,0,3,2,4,0,54,4,0,0,6,0,0,36,13,0,233,0,1,0,37,7,7,23,2,0,4,0,0,2
5567,Ano de Eleição,15,199,1,7,1,0,9,13,0,0,21,0,0,1,0,5,2,14,13,0,0,3,0,0,11,9,0,98,0,1,0,13,7,1,23,1,9,24,0,0,17
5568,Ano de Eleição,16,1754,1,0,0,0,1,103,0,14,73,0,0,9,1,45,3,78,21,0,0,26,0,0,28,93,0,396,0,8,0,89,16,6,116,1,0,10,0,0,0
5569,Ano de Eleição,17,111,1,1,0,2,3,42,1,3,31,0,0,6,0,46,9,61,12,0,0,17,0,0,32,12,0,122,0,0,0,15,75,10,17,3,1,14,0,0,4
5570,Ano de Eleição,18,35,1,0,0,0,0,33,0,1,21,0,0,5,1,49,2,63,9,0,0,21,4,0,16,23,0,147,0,2,0,7,2,9,29,0,0,4,0,0,0
5571,Ano de Eleição,19,404,1,0,0,0,3,27,4,0,6,0,0,5,0,54,7,64,6,0,0,6,1,0,5,30,0,217,0,0,1,40,0,2,19,1,1,14,0,0,1
5572,Ano de Eleição,20,112,1,3,0,0,2,30,0,3,16,0,0,5,2,68,4,68,2,0,0,10,1,0,16,22,0,134,0,0,2,14,4,12,26,1,2,11,0,0,5
5573,Ano de Eleição,21,148,1,5,0,0,8,65,3,3,71,0,0,3,1,146,24,97,43,0,0,16,2,0,27,29,0,128,0,2,0,24,47,15,50,7,0,17,0,0,5
5574,Ano de Eleição,22,162,1,5,0,0,5,37,0,2,33,1,0,14,1,106,21,120,22,1,0,19,2,0,17,41,0,139,0,1,0,16,4,6,56,3,9,24,0,0,14
5575,Ano de Eleição,23,47,1,2,0,0,0,29,1,0,26,0,0,6,1,49,5,108,10,0,0,29,0,0,18,30,0,182,0,2,0,41,4,13,35,4,0,30,0,0,2
5576,Ano de Eleição,24,74,1,2,0,0,4,47,0,4,12,0,0,5,1,51,5,57,4,0,0,10,0,0,16,9,0,56,0,2,0,15,3,3,18,1,3,23,0,0,5
5577,Ano de Eleição,25,82,1,5,0,0,9,45,2,2,26,1,0,5,1,25,17,44,10,0,0,4,0,0,17,9,0,58,0,1,0,12,18,3,39,5,2,14,1,0,7
5578,Ano de Eleição,26,10,1,2,0,0,4,40,0,0,23,0,0,5,0,49,3,66,1,0,0,10,1,0,22,27,0,59,0,0,0,5,8,5,19,1,1,7,0,0,3
5579,Ano de Eleição,27,141,1,8,0,0,1,70,1,0,21,1,0,5,2,124,8,103,9,0,0,13,0,0,35,56,0,95,0,3,0,32,7,2,76,3,10,37,0,0,18
5580,Ano de Eleição,28,189,1,5,0,0,4,34,0,0,24,0,0,6,0,73,1,75,10,0,0,12,0,0,10,19,0,66,0,1,0,11,6,15,55,5,1,6,0,0,6
5581,Ano de Eleição,29,88,1,5,0,0,0,62,3,3,20,0,0,6,2,35,3,102,35,0,0,17,1,0,28,28,0,126,0,4,0,34,9,1,56,3,0,12,0,0,5
5582,Ano de Eleição,30,9,1,1,0,4,1,71,1,0,57,0,0,8,1,50,0,48,18,1,0,12,1,0,16,20,0,72,0,1,0,10,3,8,55,2,2,7,0,0,7
5583,Ano de Eleição,31,142,1,8,0,0,3,51,1,0,16,0,0,1,1,41,3,43,4,0,0,5,0,0,10,11,0,26,0,3,0,9,2,1,42,5,2,10,0,0,10
5584,Ano de Eleição,32,983,1,2,0,0,2,105,0,5,70,0,0,2,0,19,6,47,24,0,0,10,0,0,10,19,0,180,0,2,0,25,17,22,89,11,1,12,0,0,3
5585,Ano de Eleição,33,546,1,10,1,0,11,71,6,0,51,0,0,4,0,78,4,73,19,0,0,9,0,0,5,46,0,79,0,0,0,13,14,3,52,6,3,25,0,0,14
5586,Ano de Eleição,34,678,1,16,1,1,8,118,4,3,51,1,0,6,3,132,11,121,29,0,0,20,0,0,11,49,0,133,0,5,0,26,26,24,84,10,7,31,0,0,25
5587,Ano de Eleição,35,1535,1,18,0,0,1,244,11,4,144,4,0,10,3,82,4,107,38,0,1,23,0,0,17,73,0,261,0,3,0,42,7,14,219,11,0,22,0,0,18
5588,Ano de Eleição,36,1525,1,20,0,0,6,152,14,5,65,1,0,8,3,22,11,42,15,0,0,15,0,0,7,21,0,89,0,0,0,15,31,26,103,20,5,17,0,0,25
5589,Ano de Eleição,37,414,1,7,0,0,0,68,4,1,57,2,0,8,9,87,2,56,16,0,0,11,0,0,16,29,0,157,0,1,0,22,9,14,42,2,1,15,0,0,8
5590,Ano de Eleição,38,158,1,4,0,0,3,69,7,5,93,1,0,4,4,99,12,69,21,0,0,8,0,0,35,41,0,105,0,1,0,18,8,2,78,4,4,25,0,0,8
5591,Ano de Eleição,39,15,1,6,0,0,7,63,5,2,30,1,0,4,2,80,39,75,20,0,0,11,2,0,29,12,0,109,0,2,0,14,19,5,53,5,8,73,0,0,14
5592,Ano de Eleição,40,77,1,7,0,0,4,34,3,1,12,0,0,3,0,53,24,66,9,0,0,12,0,0,14,15,0,48,0,0,0,2,13,3,43,1,2,9,0,0,9
5593,Ano de Eleição,41,188,1,2,0,1,1,99,2,1,33,0,0,8,0,40,0,53,14,0,0,16,0,0,19,45,0,92,0,1,5,13,0,2,65,2,0,4,0,0,3
5594,Ano de Eleição,43,1552,1,4,0,0,7,54,1,2,24,3,0,1,2,4,0,6,5,0,0,0,0,0,1,9,0,37,0,1,0,5,5,2,36,0,0,11,0,0,4
5595,Ano de Eleição,44,97,1,6,0,0,8,18,1,2,23,0,0,4,0,94,11,78,8,0,0,5,0,0,15,15,0,71,0,2,0,12,12,2,30,3,3,11,0,0,9
5596,Ano de Eleição,48,2838,2,2,0,0,2,38,1,1,7,2,1,0,2,6,2,6,0,0,0,1,1,0,4,4,0,65,0,0,0,4,6,6,33,1,0,8,0,0,2
5597,Ano de Eleição,50,2743,2,3,0,0,0,44,1,3,35,0,0,3,2,7,0,12,1,0,0,0,0,0,2,15,0,51,0,0,0,11,13,4,30,2,0,4,0,0,3
5598,Ano de Eleição,51,1797,2,0,0,0,1,33,2,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,19,0,0,0,0,3,5,21,3,0,2,0,0,0
5599,Ano de Eleição,52,407,2,2,0,0,1,128,7,0,22,0,0,8,2,44,4,98,11,0,0,14,0,0,11,49,0,160,0,0,0,25,4,26,109,2,0,5,0,0,2
5600,Ano de Eleição,53,339,2,7,0,0,4,76,3,0,25,0,0,4,2,21,1,34,9,0,0,9,0,0,12,20,0,56,0,1,0,12,12,5,72,12,2,4,0,0,9
5601,Ano de Eleição,54,778,2,16,0,0,4,152,7,5,34,1,0,2,2,39,7,40,11,0,0,8,0,0,9,12,0,68,0,0,0,19,9,26,126,13,2,12,0,0,18
5602,Ano de Eleição,55,757,2,11,0,0,10,79,8,2,20,1,0,4,2,6,0,13,4,0,0,5,0,0,8,3,0,78,0,2,0,5,6,3,79,7,0,6,0,0,11
5603,Ano de Eleição,56,1172,2,5,0,0,9,69,5,2,28,1,0,4,3,30,2,28,7,0,0,5,0,0,1,9,0,32,0,0,0,0,14,7,62,4,3,9,0,0,8
5604,Ano de Eleição,57,186,2,2,0,0,9,51,2,2,18,0,0,3,1,24,0,39,10,0,0,14,0,0,6,39,0,91,0,0,0,8,6,7,38,2,2,8,0,0,4
5605,Ano de Eleição,58,3493,2,22,0,0,5,112,7,1,42,1,0,2,1,28,1,66,10,0,0,9,0,0,3,29,0,63,0,1,0,6,5,5,84,7,0,30,0,0,22
5606,Ano de Eleição,59,408,2,23,0,0,4,183,10,9,70,1,0,10,2,124,28,230,46,1,0,40,0,0,31,93,0,274,0,1,0,54,15,29,165,19,2,17,0,0,25
5607,Ano de Eleição,60,1003,2,5,0,0,3,65,3,10,44,2,0,5,0,42,4,29,13,0,0,8,0,0,15,17,0,70,0,1,0,1,8,7,56,5,0,11,0,0,5
5608,Ano de Eleição,61,2564,2,1,1,0,0,10,0,0,7,0,0,1,0,5,1,0,2,0,0,2,0,0,0,4,0,11,0,0,0,1,0,2,4,1,0,0,0,0,2
5609,Ano de Eleição,62,701,2,8,0,0,3,51,2,8,25,1,0,0,3,32,5,12,7,0,0,1,0,0,2,10,0,15,0,1,0,2,7,0,33,7,5,15,0,0,13
5610,Ano de Eleição,63,819,2,3,0,0,2,25,3,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,9,0,0,0,0,10,2,21,1,1,6,0,0,4
5611,Ano de Eleição,64,352,2,28,0,0,6,205,7,1,62,2,0,9,5,81,9,80,17,0,0,21,0,0,32,41,0,101,0,2,2,32,12,18,137,12,1,19,0,0,29
5612,Ano de Eleição,65,5798,2,4,0,1,0,60,1,3,23,0,0,0,1,5,1,5,2,0,0,0,0,0,6,6,0,67,0,3,0,3,4,9,51,4,0,7,0,0,5
5613,Ano de Eleição,66,1694,2,6,0,0,3,67,3,3,16,4,0,1,0,4,0,9,5,0,0,1,0,0,2,6,0,26,0,0,0,1,2,14,44,2,1,2,0,0,7
5614,Ano de Eleição,71,5759,3,6,1,0,4,84,2,9,30,0,0,6,7,27,5,31,25,0,0,6,0,0,5,31,0,74,0,0,0,5,7,13,83,3,1,9,0,0,8
5615,Ano de Eleição,72,673,4,5,0,0,2,128,8,4,43,0,0,11,2,29,4,74,10,0,1,10,1,0,22,25,0,132,0,0,0,21,10,3,113,6,0,1,0,0,5
5616,Ano de Eleição,73,171,4,6,0,0,1,74,2,0,33,0,0,6,2,35,1,57,16,0,0,7,0,0,1,13,0,69,0,1,0,9,6,37,90,9,1,12,0,0,7
5617,Ano de Eleição,74,565,4,14,0,1,4,114,11,11,39,0,0,7,3,40,3,118,34,0,0,15,0,0,11,20,0,164,0,3,0,23,7,20,103,6,4,19,0,0,19
5618,Ano de Eleição,75,1069,4,10,0,0,1,42,1,3,33,0,0,3,2,11,0,10,2,0,0,0,0,0,2,1,0,38,0,0,1,8,4,22,49,2,0,5,0,0,10
5619,Ano de Eleição,76,94,4,1,0,0,4,60,2,2,44,0,0,8,0,13,3,105,20,0,0,20,1,0,22,55,0,251,0,3,0,40,8,8,57,1,2,6,0,0,3
5620,Ano de Eleição,77,75,4,1,0,0,9,35,0,0,22,1,0,13,3,13,0,41,6,0,0,13,0,0,8,72,0,110,0,2,0,18,11,16,36,1,7,12,0,0,8
5621,Ano de Eleição,78,189,4,2,0,0,4,43,2,1,33,2,0,7,2,23,3,30,13,0,1,10,0,0,5,26,0,44,0,1,0,11,8,5,54,2,1,12,0,0,3
5622,Ano de Eleição,79,33,4,2,0,0,0,36,2,7,35,0,0,1,1,5,0,14,2,0,0,1,1,0,3,13,0,38,0,1,1,2,1,4,39,0,0,0,0,0,2
5623,Ano de Eleição,81,646,4,3,0,0,1,39,2,0,14,0,0,7,8,12,1,24,3,0,1,6,0,0,7,14,0,99,0,0,0,9,2,8,44,3,2,9,0,0,5
5624,Ano de Eleição,82,3626,4,4,0,0,0,37,5,3,26,0,0,2,1,3,0,5,0,0,0,1,0,0,1,1,0,77,0,0,0,12,0,3,38,3,0,8,0,0,4
5625,Ano de Eleição,88,579,3,0,0,0,4,55,3,0,9,1,0,0,2,2,0,1,1,0,0,0,0,0,2,4,0,42,0,0,0,7,7,7,33,0,0,4,0,0,0
5626,Ano de Eleição,89,10952,3,2,0,0,7,64,0,2,22,0,0,3,1,3,1,8,1,0,0,0,0,0,0,13,0,113,0,0,0,11,8,5,80,7,1,7,0,0,3
5627,Ano de Eleição,90,5472,3,2,0,0,7,61,1,2,13,1,0,6,0,2,1,4,1,0,0,0,0,0,1,12,0,65,0,0,0,6,7,8,42,5,0,10,0,0,2
5628,Ano de Eleição,91,13048,3,0,0,0,3,52,4,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,45,0,0,0,2,7,6,38,3,0,7,0,0,0
5629,Ano de Eleição,92,4783,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0
5630,Ano de Eleição,93,1825,3,6,0,0,2,103,4,5,65,1,0,2,4,6,0,15,0,0,0,3,1,0,13,39,0,133,0,2,0,19,11,19,122,3,0,7,0,0,6
5631,Ano de Eleição,94,5054,3,0,0,0,0,6,0,1,7,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,13,0,0,0,1,3,1,9,0,0,0,0,0,0
5632,Ano de Eleição,95,5381,3,0,0,0,0,31,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,23,0,1,0,5,1,2,23,3,0,4,0,0,0
5633,Ano de Eleição,96,608,3,1,0,0,0,22,1,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,35,0,0,0,2,0,9,20,0,0,4,0,0,1
5634,Ano de Eleição,97,97,3,0,0,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,8,1,0,3,0,0,0
5635,Ano de Eleição,98,1329,3,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,3,5,0,0,0,0,0,0
5636,Ano de Eleição,99,2451,3,0,0,0,2,13,1,0,10,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,4,8,2,12,2,0,3,0,0,0
5637,Ano de Eleição,100,3368,3,0,0,0,2,23,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,15,0,0,0,0,2,2,11,0,0,5,0,0,0
5638,Ano de Eleição,101,765,3,0,0,0,0,8,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,1,13,13,0,0,0,0,0,0
5639,Ano de Eleição,104,2204,3,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,2,0,7,0,0,0,0,0,0
5640,Ano de Eleição,105,3147,3,2,0,0,0,64,4,0,36,0,0,4,5,2,1,16,0,0,0,1,0,0,1,7,0,92,0,1,0,29,15,13,40,6,0,8,0,0,2
5641,Ano de Eleição,106,4811,3,0,0,0,3,14,0,2,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,23,0,1,0,2,1,5,9,0,0,7,0,0,0
5642,Ano de Eleição,107,5805,3,1,0,0,2,22,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,0,1,4,5,15,0,0,4,0,0,1
5643,Ano de Eleição,108,5439,3,4,0,0,2,62,4,3,10,0,0,2,0,1,2,2,0,0,0,2,0,0,0,1,0,37,0,1,0,5,18,14,68,3,0,7,0,0,4
5644,Ano de Eleição,109,5417,3,0,0,0,1,4,0,2,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,4,2,0,0,0,0,0
5645,Ano de Eleição,110,7706,3,1,0,0,4,82,0,0,30,0,0,2,4,1,0,3,0,0,0,0,0,0,2,19,0,103,0,1,0,13,14,10,67,6,0,24,0,0,1
5646,Ano de Eleição,111,3955,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,0,0,0,0,0,0
5647,Ano de Eleição,112,3219,3,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,7,1,0,2,0,0,0
5648,Ano de Eleição,118,638,3,10,0,1,1,43,4,4,40,0,0,0,9,5,2,6,6,0,0,1,0,0,10,4,0,108,0,0,0,19,1,8,50,1,1,3,0,0,12
5649,Ano de Eleição,119,4565,3,0,0,1,1,21,0,4,10,0,0,1,2,4,3,2,6,0,0,1,0,0,3,6,0,25,0,0,0,8,6,6,18,1,0,3,0,0,1
5650,Ano de Eleição,120,9375,3,1,0,0,0,9,0,3,12,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,8,0,0,4,0,0,1
5651,Ano de Eleição,121,4608,3,0,0,0,0,15,0,3,6,0,0,0,1,1,4,1,0,0,0,0,0,0,1,1,0,23,0,0,0,0,2,1,14,2,0,0,0,0,0
5652,Ano de Eleição,122,3473,3,0,0,0,2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33,0,0,0,0,1,0,12,0,0,4,0,0,0
5653,Ano de Eleição,123,22378,3,9,0,0,2,71,4,7,49,0,0,4,3,7,9,38,9,0,1,4,0,0,18,37,0,186,0,1,0,8,4,7,63,7,0,13,0,0,9
5654,Ano de Eleição,124,3536,3,6,0,0,5,40,2,4,15,0,0,1,1,1,0,0,2,0,0,0,0,0,7,7,0,50,0,1,0,10,4,8,34,2,0,3,0,0,6
5655,Ano de Eleição,125,3328,3,3,0,0,0,37,0,3,22,1,0,2,1,4,0,3,0,0,0,0,0,0,2,3,0,38,0,2,0,4,5,5,35,0,3,8,0,0,6
5656,Ano de Eleição,126,5707,3,12,0,0,10,111,5,0,46,0,0,3,0,4,1,42,1,0,0,4,0,0,5,32,0,152,0,1,0,32,23,7,124,5,3,13,0,0,15
5657,Ano de Eleição,127,703,3,3,0,0,1,33,1,1,14,0,0,1,4,1,0,3,0,0,0,0,0,0,4,1,0,51,0,0,0,1,9,8,31,0,0,4,0,0,3
5658,Ano de Eleição,128,229,3,2,0,0,0,46,0,0,19,0,0,3,2,0,0,8,0,0,1,0,1,0,0,7,0,77,0,0,0,10,0,4,25,1,0,4,0,0,2
5659,Ano de Eleição,129,519,3,2,0,0,0,10,2,0,4,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,19,0,0,0,2,0,6,6,1,0,1,0,0,2
5660,Ano de Eleição,134,2665,3,7,0,0,6,144,5,9,74,4,0,6,2,0,2,43,2,0,0,8,0,0,1,30,0,173,0,1,0,17,15,19,101,7,0,37,1,0,7
5661,Ano de Eleição,135,4313,3,0,0,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2,11,1,0,2,0,0,0
5662,Ano de Eleição,136,698,3,0,0,0,0,25,1,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27,0,2,0,3,3,1,16,2,0,2,0,0,0
5663,Ano de Eleição,137,3045,3,0,0,0,1,13,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,8,3,16,0,0,2,0,0,0
5664,Ano de Eleição,138,250,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5665,Ano de Eleição,139,302,3,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,7,5,1,0,4,0,0,0
5666,Ano de Eleição,140,5768,3,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,0,0,0,5,0,0,4,0,0,0
5667,Ano de Eleição,141,10316,3,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,4,1,15,0,0,11,0,0,0
5668,Ano de Eleição,142,5617,3,0,0,0,0,4,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,0,2,0,0,0
5669,Ano de Eleição,143,21741,3,4,0,0,6,39,2,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,58,0,0,0,4,23,15,28,3,0,17,0,0,4
5670,Ano de Eleição,144,5988,3,0,0,0,3,22,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,19,0,1,0,1,8,4,15,0,0,2,0,0,0
5671,Ano de Eleição,145,455,3,0,0,0,0,17,0,1,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,19,0,0,0,1,2,0,13,0,0,3,0,0,0
5672,Ano de Eleição,146,13617,3,6,0,0,10,73,3,5,52,1,0,7,2,3,2,9,0,0,0,2,0,0,0,4,0,42,0,0,0,3,13,3,53,3,0,12,0,0,6
5673,Ano de Eleição,147,11224,3,0,0,0,2,14,1,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,1,2,1,11,0,0,6,0,0,0
5674,Ano de Eleição,151,9334,3,4,0,0,2,90,4,2,43,2,0,3,0,2,2,11,4,0,0,1,0,0,4,13,0,111,0,1,0,19,19,7,118,4,0,12,0,0,4
5675,Ano de Eleição,152,3751,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0
5676,Ano de Eleição,153,7493,3,1,0,0,0,10,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,12,2,0,1,0,0,1
5677,Ano de Eleição,154,1941,3,1,0,0,0,17,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,1,11,0,0,0,0,0,1
5678,Ano de Eleição,155,3979,3,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0
5679,Ano de Eleição,156,8148,3,0,0,0,0,3,0,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0
5680,Ano de Eleição,157,5898,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
5681,Ano de Eleição,158,3846,3,0,0,0,2,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,1,1,1,3,0,0,2,0,0,0
5682,Ano de Eleição,159,9538,3,1,0,0,0,41,0,1,11,2,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,80,0,0,0,4,1,1,28,0,0,31,0,0,1
5683,Ano de Eleição,165,3564,3,1,0,0,0,19,2,1,22,0,0,1,1,0,1,0,2,0,0,0,0,0,0,6,0,23,0,0,0,4,4,3,18,1,0,4,0,0,1
5684,Ano de Eleição,166,8251,3,1,0,0,2,80,6,1,22,0,0,0,0,1,0,5,2,0,0,0,0,0,0,7,0,139,0,3,0,5,8,6,96,11,0,32,0,0,1
5685,Ano de Eleição,167,9251,3,0,0,0,0,24,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,2,5,3,16,0,0,12,0,0,0
5686,Ano de Eleição,168,8373,3,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,4,0,0,7,0,0,0
5687,Ano de Eleição,1,35,1,0,0,0,4,34,5,1,19,1,0,10,0,4,5,44,9,0,1,17,1,0,13,10,0,257,0,3,0,115,2,41,39,4,0,4,0,0,0
5688,Ano de Eleição,4,38,1,4,0,0,0,28,1,4,30,0,0,0,0,9,0,70,21,0,0,11,0,0,14,2,0,148,0,1,0,6,72,4,21,3,0,10,0,0,4
5689,Ano de Eleição,5,3,1,1,0,0,2,50,2,0,26,1,0,6,2,8,1,104,9,0,0,23,0,0,15,9,0,348,0,2,0,46,3,8,35,2,0,5,0,0,1
5690,Ano de Eleição,6,6,1,4,0,1,2,46,0,3,33,0,0,9,1,20,4,41,6,0,0,3,0,0,11,12,0,43,0,0,0,29,30,10,34,1,0,13,0,0,5
5691,Ano de Eleição,7,52,1,1,0,0,2,14,2,0,3,0,0,1,3,4,0,15,2,0,0,1,0,0,8,15,0,25,0,0,2,0,3,5,13,3,0,6,0,0,1
5692,Ano de Eleição,9,69,1,2,0,2,0,33,2,0,15,1,0,4,1,21,1,55,16,0,0,21,0,0,18,52,0,179,0,0,2,26,6,6,33,0,0,6,0,0,4
5693,Ano de Eleição,10,82,1,3,0,0,1,32,0,0,24,2,0,2,1,9,1,72,22,0,0,15,0,0,18,36,0,210,0,0,0,37,4,4,22,4,0,7,0,0,3
5694,Ano de Eleição,12,32,1,0,0,0,2,36,2,1,8,1,0,4,1,1,1,50,4,0,0,10,0,0,31,8,0,229,0,3,0,35,10,10,38,2,0,7,0,0,0
5695,Ano de Eleição,13,19,1,2,0,0,0,17,0,0,8,0,0,6,0,1,1,35,6,0,0,11,0,0,27,2,0,75,0,1,0,24,12,3,16,0,0,3,0,0,2
5696,Ano de Eleição,14,52,1,0,0,0,0,17,0,4,15,0,0,3,0,2,0,42,12,0,0,3,0,0,23,9,0,201,0,6,0,37,10,7,19,1,0,4,0,0,0
